"LIBRARYREFERENCE","FOOTPRINT1","COMMENT","COMPONENTLINK1DESCRIPTION","COMPONENTLINK1URL","COMPONENTLINK2DESCRIPTION","COMPONENTLINK2URL","COPYRIGHT","DIGI-KEY_PART_NUMBER_1","DIGI-KEY_PART_NUMBER_2","DIGI-KEY_PART_NUMBER_3","MANUFACTURER_PART_NUMBER","MFR_NAME","REFDES","SUPPLIER 1","SUPPLIER PART NUMBER 1","TYPE","SHEETPART","DESIGNATOR","DESCRIPTION"
"ESP32-C3","QFN32_5X5_EXP","ESP32-C3","Datasheet",".\datasheets\esp32-c3_datasheet_en.pdf","Hardware design guide",".\datasheets\esp32-c3_hardware_design_guidelines_en.pdf","Copyright (C) 2023 Ultra Librarian. All rights reserved.","1904-ESP32-C3TR-ND","1904-ESP32-C3CT-ND","1904-ESP32-C3DKR-ND","ESP32-C3","Espressif Systems","RefDes","Mouser","356-ESP32-C3","DEV","*","U?","SMD IC ESP32-C3, SINGLE-CORE MCU"
